,c1,c2,r1,r2,w,mean effectiveness,mean time until containment,mean difference in met demand,mean difference in arrival time,mean cost per death prevented
147,0.7421011036108398,0.7893704166521759,0.8486480215962985,0.16353432638766208,0.6636706239929464,-0.8290939545091696,15.2,0.2793050314035983,747.88125,3144.756460434886
148,0.8419869118529112,0.7836309900920855,0.990169439178107,0.07572841738591064,0.9400532163450803,-0.8206525406743064,18.5,0.26142911581189765,701.7,3216.1160356466125
149,0.45955752014839546,0.5848999309431474,0.7123784399832921,0.3534775349515255,0.047718256440300144,-0.8117393013043843,20.5,0.2798532200646555,824.875,2374.288104357948
150,0.49323146982838784,0.7062843755589698,0.8860163509398721,0.16353432638766208,0.4131173956847712,-0.8007108626792204,18.2,0.23140440519860017,656.68125,3253.2018528037397
151,0.5688474444626495,0.65911006368302,0.7621032955669266,0.12464907528375826,0.8500918692704712,-0.7982134835917133,20.4,0.17604773340888435,638.80625,3141.2070587363496
152,0.3850924480884369,0.6202719051958402,0.9461263389737343,0.7243167352604547,0.6744039226255826,-0.8263505159610679,20.5,0.39667040303092616,999.0625,1995.708776574686
153,0.19381713148151297,0.5935960792325932,0.7636973190541745,0.25500643205922613,0.3147370925834351,-0.7756401474710864,17.4,0.3144943844486538,699.3,2672.5184958247273
154,0.6361731600821603,0.7265304198840923,0.7145564042152721,0.18914021243437504,0.6455820630006528,-0.8284899091317575,17.1,0.2868766641553407,852.7875,2665.441448239225
155,0.28465441787062856,0.5763789665672349,0.7565481559885,0.42367940882130545,0.09648154951937676,-0.814826136943936,19.2,0.2767402998454377,816.725,2476.982987769025
156,0.3850924480884369,0.5810148225369315,0.9307490850685757,0.802552753112405,0.6744039226255826,-0.8299465271155164,20.9,0.372608113566055,924.05,2056.9109508488646
157,0.7815930069542381,0.6475388160219451,0.13112240031129416,0.21093030217949876,0.8031382081799353,-0.7853230178259415,19.7,0.35694098500410953,607.575,3380.0273951613444
158,0.8150594607569017,0.5833606838786181,0.7821544012369953,0.2770436476872867,0.01817391894271675,-0.7840767077426871,17.4,0.25350220098066856,715.6375,2725.857123231438
159,0.665132176345449,0.37056967019773024,0.8897412919319524,0.5549894923066538,0.5915300305443562,-0.8135708218765203,19.2,0.31988261785613636,796.9875,2345.24418622633
160,0.4037810980027499,0.8088178310105347,0.645784856523213,0.1133938541734822,0.4748498566012108,-0.7838505995127121,19.4,0.3925355330194625,596.88125,3409.920893303738
161,0.40971919861845646,0.624946594873271,0.6820330681352963,0.9350517546176049,0.8384151256092947,-0.8114777379117042,21.2,0.2983776435450924,805.39375,2296.1988941189707
162,0.4302606940164624,0.6318691421655891,0.9624963600712374,0.1133938541734822,0.8185555096403727,-0.7733184412259024,23.7,0.1211487671105679,531.125,3390.106317167796
